,아이디,맥주이름,날짜,평점,Aroma,Appearance,Flavor,Mouthfeel,Overall
355,"LakatosKE(1,304)",Goose Island Goose IPA,14-Aug-17,3.7,8,4,7,4,14
356,coil(649),Goose Island Goose IPA,07-Aug-17,3.5,7,4,7,3,14
357,"nathanvc(3,596)",Goose Island Goose IPA,07-Aug-17,3.2,7,2,7,2,14
358,JohananaV2(278),Goose Island Goose IPA,05-Aug-17,3.5,7,4,7,3,14
359,"dutchdarthvader(1,713)",Goose Island Goose IPA,23-Jul-19,3.2,7,3,6,2,14
361,"loscovar(1,399)",Goose Island Goose IPA,15-Jun-18,2.7,5,3,5,3,11
362,"sebsky(1,293)",Goose Island Goose IPA,22-Jul-17,2.9,4,4,6,3,12
363,czlowiekmotyka(659),Goose Island Goose IPA,21-Jul-17,3.1,9,5,4,3,10
364,Lobster15(100),Goose Island Goose IPA,21-Jul-17,3.3,6,3,6,3,15
365,"mauritsio(1,067)",Goose Island Goose IPA,20-Jul-17,4,8,4,8,4,16
366,RiverviewGator(2),Goose Island Goose IPA,19-Jul-17,2.9,6,4,5,4,10
367,"Moolesen(1,059)",Goose Island Goose IPA,19-Jul-17,4.1,8,5,8,4,16
368,camay1997(279),Goose Island Goose IPA,17-Jul-17,4,9,5,6,4,16
369,Rider0nTheStorm(575),Goose Island Goose IPA,07-Aug-20,3.9,8,4,8,4,15
370,"hershiser2(7,093)",Goose Island Goose IPA,14-Jul-17,2,3,3,4,3,7
371,SgtMattBaker(46),Goose Island Goose IPA,12-Jul-17,3.3,6,3,7,4,13
372,"shawnmurphy(1,668)",Goose Island Goose IPA,09-Jul-17,2.8,4,4,5,3,12
373,tipsybrewinc.(1),Goose Island Goose IPA,02-Jul-17,3.7,7,4,7,4,15
374,"azzurro(1,764)",Goose Island Goose IPA,30-Jun-17,3.5,7,3,7,3,15
375,"javiercrasher(1,301)",Goose Island Goose IPA,27-Jun-17,3.9,8,4,8,4,15
376,ConJoJohn(21),Goose Island Goose IPA,21-Jul-17,3.3,6,3,7,4,13
377,BrewTamer87(1),Goose Island Goose IPA,25-Jun-17,4.7,9,5,10,5,18
378,"freekyp(3,691)",Goose Island Goose IPA,22-Jun-17,3.9,8,4,8,3,16
379,"Bacchus66(2,142)",Goose Island Goose IPA,19-Jun-17,3.4,6,4,6,3,15
380,stupre(538),Goose Island Goose IPA,16-Jun-17,3.5,7,4,7,4,13
381,madnorwegian(373),Goose Island Goose IPA,11-Jun-17,2.9,6,3,6,3,11
382,Jackelope(3),Goose Island Goose IPA,11-Jun-17,2.7,5,4,5,3,10
383,"Fisler(1,984)",Goose Island Goose IPA,08-Jun-17,3.5,7,3,6,3,16
384,meccahh69lol(366),Goose Island Goose IPA,06-Jun-17,3.5,7,4,6,3,15
385,Jokestereo(367),Goose Island Goose IPA,04-Jun-17,3.3,6,4,7,3,13
386,leoben(23),Goose Island Goose IPA,02-Apr-18,3.5,7,3,6,3,16
387,jooilakon(931),Goose Island Goose IPA,02-Jun-17,3.4,7,4,6,4,13
388,Scol(27),Goose Island Goose IPA,22-May-17,3.6,7,4,8,5,12
389,Panzerfaust(902),Goose Island Goose IPA,13-May-17,3.4,7,3,7,4,13
390,avan29(2),Goose Island Goose IPA,12-May-17,4.8,10,5,10,4,19
391,Westy1130(163),Goose Island Goose IPA,05-May-17,3.3,7,4,6,4,12
392,Davros IX(895),Goose Island Goose IPA,04-May-17,3.1,8,3,6,4,10
393,tillmac62(808),Goose Island Goose IPA,02-May-17,3.8,7,3,8,5,15
394,DavyK(209),Goose Island Goose IPA,30-Apr-17,3.7,8,3,6,4,16
395,"WillemsUrenkel(3,640)",Goose Island Goose IPA,26-Apr-17,3.4,7,3,6,4,14
396,"thejackpacker(2,101)",Goose Island Goose IPA,24-Apr-17,3.7,7,3,7,4,16
397,Colchaude(30),Goose Island Goose IPA,19-Apr-17,2.9,5,3,5,3,13
398,argeru(118),Goose Island Goose IPA,02-Apr-17,3.9,7,3,8,3,18
399,"FatPhil(21,860)",Goose Island Goose IPA,29-Mar-17,2.6,6,3,5,2,10
400,"SeniorZozo(1,582)",Goose Island Goose IPA,29-Mar-17,3.3,6,4,6,4,13
401,Tinaccio(932),Goose Island Goose IPA,26-Mar-17,3.8,8,4,7,4,15
402,"YantarCoast(3,348)",Goose Island Goose IPA,24-Mar-17,3.4,7,4,6,3,14
403,exeter(546),Goose Island Goose IPA,17-Mar-17,3.2,6,4,6,3,13
404,BrewWhatIWant(447),Goose Island Goose IPA,17-Mar-17,2.8,5,3,5,4,11
405,chadski(228),Goose Island Goose IPA,16-Mar-17,3.3,6,4,6,2,15
406,Yased(339),Goose Island Goose IPA,13-Mar-17,2.9,6,3,6,2,12
407,clarksonmayhmnd(6),Goose Island Goose IPA,13-Mar-17,2.8,3,3,6,3,13
408,beern(258),Goose Island Goose IPA,12-Mar-17,4,7,4,8,4,17
409,bigbadbob77(3),Goose Island Goose IPA,11-Mar-17,4,8,5,8,4,15
410,ZxWx(208),Goose Island Goose IPA,10-Mar-17,3.1,7,3,6,3,12
411,"davidezdonz(1,448)",Goose Island Goose IPA,08-Mar-17,3.3,7,4,6,3,13
412,malushky(217),Goose Island Goose IPA,08-Mar-17,3.9,8,5,8,3,15
413,"AssKicker(2,466)",Goose Island Goose IPA,06-Mar-17,3,6,3,5,3,13
414,bjakk(930),Goose Island Goose IPA,01-Mar-17,3.8,5,5,8,5,15
415,Pershing(748),Goose Island Goose IPA,27-Feb-17,3.7,6,4,7,4,16
416,Ronritter(875),Goose Island Goose IPA,26-Feb-17,3.5,6,4,7,4,14
417,Perpignan73(42),Goose Island Goose IPA,01-Jul-17,3.8,8,4,7,4,15
418,"Wendigo(3,750)",Goose Island Goose IPA,26-Feb-17,3.4,7,3,6,3,15
419,toscanoigor(297),Goose Island Goose IPA,24-Feb-17,4.1,8,5,8,3,17
420,radassace(910),Goose Island Goose IPA,18-Feb-17,3.6,7,3,8,4,14
421,Wallenrod(19),Goose Island Goose IPA,15-Feb-17,2.5,5,3,5,2,10
422,Daytona00(187),Goose Island Goose IPA,12-Feb-17,3.6,6,4,7,3,16
423,GemmeDeReve(119),Goose Island Goose IPA,09-Feb-17,4,8,3,8,4,17
424,"ladnewton(2,803)",Goose Island Goose IPA,09-Feb-17,3.9,7,4,8,4,16
425,"mrjez(1,135)",Goose Island Goose IPA,08-Feb-17,3.7,8,4,7,4,14
426,"phfyysik(2,441)",Goose Island Goose IPA,06-Feb-17,3.5,7,3,7,3,15
427,wolfcarnival(288),Goose Island Goose IPA,05-Feb-17,3.4,6,3,6,3,16
428,Kiebab(18),Goose Island Goose IPA,28-Jan-17,4.4,9,4,9,3,19
429,Rex_Remes(590),Goose Island Goose IPA,29-Sep-17,3.7,7,4,7,4,15
430,"Mr.Spooks(3,819)",Goose Island Goose IPA,22-Jan-17,3,6,3,6,3,12
431,MrW(866),Goose Island Goose IPA,17-Jan-17,3.6,8,3,7,3,15
432,"Cokemonkey11(1,738)",Goose Island Goose IPA,15-Jan-17,2.6,6,4,4,2,10
433,"dogbomb(1,307)",Goose Island Goose IPA,11-Jan-17,4.4,9,4,9,4,18
434,Banzale(379),Goose Island Goose IPA,01-Jan-17,3.8,8,3,8,3,16
435,"ardeo(1,472)",Goose Island Goose IPA,31-Dec-16,3.9,8,4,8,4,15
436,PunkBunny(77),Goose Island Goose IPA,31-Dec-16,2.8,5,4,5,3,11
437,"colui72(3,022)",Goose Island Goose IPA,31-Dec-16,2.5,5,3,5,2,10
438,seynie(429),Goose Island Goose IPA,28-Dec-16,3.3,7,4,6,3,13
439,"ffaoe(1,533)",Goose Island Goose IPA,28-Dec-16,3.5,6,4,6,4,15
440,"rodsquad(1,494)",Goose Island Goose IPA,13-Oct-17,3.3,6,4,7,3,13
441,jzi(314),Goose Island Goose IPA,27-Dec-16,3.6,7,4,6,4,15
442,KevinReddirt(948),Goose Island Goose IPA,21-Dec-16,3,5,3,7,3,12
443,"StevieT(2,007)",Goose Island Goose IPA,10-Dec-16,3.7,7,3,8,3,16
444,Andrus86(725),Goose Island Goose IPA,07-Dec-16,3.3,7,3,6,4,13
445,"ALIBALI(4,265)",Goose Island Goose IPA,10-Dec-18,4.1,7,4,8,4,18
446,"Michael27(2,439)",Goose Island Goose IPA,26-Nov-16,2.3,2,3,5,3,10
447,"vinivini(6,679)",Goose Island Goose IPA,24-Nov-16,3.5,7,4,7,4,13
448,Peb(97),Goose Island Goose IPA,22-Nov-16,3.7,7,4,7,3,16
449,pitch992(254),Goose Island Goose IPA,20-Nov-16,3.5,6,4,6,4,15
450,"fajry(3,882)",Goose Island Goose IPA,17-Nov-16,3.2,6,3,7,4,12
451,Chadhami(628),Goose Island Goose IPA,12-Nov-16,2.9,4,4,6,3,12
452,"Johnstledger8(1,768)",Goose Island Goose IPA,11-Nov-16,3.4,6,3,7,3,15
453,YigSvartka(304),Goose Island Goose IPA,10-Nov-16,3.1,6,3,6,3,13
454,"rumore(2,767)",Goose Island Goose IPA,09-Nov-16,3.2,7,3,6,3,13
455,"Silvan7(1,385)",Goose Island Goose IPA,08-Nov-16,3.7,8,4,8,3,14
456,"biir(2,879)",Goose Island Goose IPA,07-Nov-16,3.2,7,3,7,3,12
457,Paddycairns(143),Goose Island Goose IPA,06-Nov-16,3.7,6,3,8,5,15
458,Westkyoto77(647),Goose Island Goose IPA,04-Nov-16,3.7,7,4,7,4,15
459,"Sven1973(1,358)",Goose Island Goose IPA,31-Oct-16,4.2,9,3,9,3,18
460,juvedp(76),Goose Island Goose IPA,29-Oct-16,3.4,6,4,6,4,14
461,"drjoeng(2,111)",Goose Island Goose IPA,29-Oct-16,3.8,6,5,7,4,16
462,"Quick3Beers(2,450)",Goose Island Goose IPA,27-Oct-16,2.6,6,3,5,2,10
463,"after4ever(8,025)",Goose Island Goose IPA,25-Oct-16,3.2,6,4,6,4,12
464,Mishnok(751),Goose Island Goose IPA,23-Oct-16,3.4,7,4,7,3,13
465,"PugUglyBrewer(1,038)",Goose Island Goose IPA,21-Oct-16,4.2,8,5,8,4,17
466,meldorf75(121),Goose Island Goose IPA,24-Feb-17,3.3,8,3,6,3,13
467,"klm1(2,685)",Goose Island Goose IPA,08-Feb-17,3.5,6,4,7,4,14
468,dogovine(1),Goose Island Goose IPA,10-Oct-16,1.4,3,2,3,3,3
469,thediceman666(23),Goose Island Goose IPA,02-Oct-16,3.4,6,3,6,3,16
470,"GenDV138(9,212)",Goose Island Goose IPA,01-Oct-16,3.6,7,4,7,4,14
471,"Nekronos(4,628)",Goose Island Goose IPA,29-Sep-16,3.4,6,3,6,3,16
472,jacobarts(304),Goose Island Goose IPA,28-Sep-16,3.4,7,2,7,4,14
473,"weark(1,190)",Goose Island Goose IPA,24-Sep-16,4.1,8,5,8,5,15
474,psilosophy(861),Goose Island Goose IPA,24-Sep-16,3.6,7,4,7,4,14
475,"Crockett(1,164)",Goose Island Goose IPA,23-Sep-16,3.5,7,4,7,4,13
476,Punkero(824),Goose Island Goose IPA,23-Sep-16,3.3,7,3,7,2,14
477,"Karol(1,131)",Goose Island Goose IPA,23-Sep-16,3.4,7,3,7,4,13
478,MikeFurl(15),Goose Island Goose IPA,23-Sep-16,3.8,6,4,8,3,17
479,nitakuma(1),Goose Island Goose IPA,21-Sep-16,4.1,7,3,9,4,18
480,saledio89(51),Goose Island Goose IPA,20-Sep-16,4.3,8,5,8,4,18
481,"MisoW(5,406)",Goose Island Goose IPA,19-Sep-16,4,7,4,8,4,17
482,"cagou007(1,298)",Goose Island Goose IPA,18-Sep-16,3.6,8,3,7,3,15
483,Dahlstrom(480),Goose Island Goose IPA,18-Sep-16,3.5,7,4,7,3,14
484,rentonj7(250),Goose Island Goose IPA,18-Sep-16,3.4,6,3,7,4,14
485,Lambister(520),Goose Island Goose IPA,17-Sep-16,3.7,8,3,8,3,15
486,"Ysok02(3,233)",Goose Island Goose IPA,14-Sep-16,3.6,7,4,7,4,14
487,"commonshawn(1,992)",Goose Island Goose IPA,10-Sep-16,2.8,6,3,6,3,10
488,Bierdimpfe(640),Goose Island Goose IPA,09-Sep-16,3.7,5,3,8,4,17
489,"koleminer20(4,595)",Goose Island Goose IPA,05-Sep-16,3.2,6,4,5,4,13
490,"ebone1988(2,504)",Goose Island Goose IPA,05-Sep-16,3.2,6,4,5,4,13
491,"Serapac(1,032)",Goose Island Goose IPA,04-Sep-16,3.9,8,4,7,4,16
492,"bonev(1,025)",Goose Island Goose IPA,30-Aug-16,3.5,6,4,6,4,15
493,JimmyBoy74(636),Goose Island Goose IPA,30-Aug-16,2.9,5,3,6,3,12
494,limbonicartbeer(134),Goose Island Goose IPA,30-Aug-16,3.8,7,4,7,4,16
495,brianmef(2),Goose Island Goose IPA,26-Aug-16,4.4,8,5,8,5,18
496,Giochaurand(533),Goose Island Goose IPA,26-Aug-16,3.3,7,3,7,3,13
497,jiangning(3),Goose Island Goose IPA,24-Aug-16,3.9,8,4,7,4,16
498,Kosmokrator(849),Goose Island Goose IPA,22-Aug-16,4,8,4,8,4,16
499,"andrepintado(4,000)",Goose Island Goose IPA,14-Aug-16,3.8,8,3,8,4,15
500,"mice(2,153)",Goose Island Goose IPA,09-Aug-16,3.6,7,4,7,3,15
501,"explosivedog(6,753)",Goose Island Goose IPA,07-Aug-16,3.9,7,3,9,4,16
502,ochniczek(475),Goose Island Goose IPA,04-Aug-16,3.1,6,3,7,3,12
503,"Scrumpy369(1,462)",Goose Island Goose IPA,29-Jul-16,3.8,8,5,7,4,14
504,"17Beer(1,413)",Goose Island Goose IPA,28-Jul-16,3.1,5,3,5,3,15
505,"Rubin77(6,675)",Goose Island Goose IPA,24-Jul-16,3.7,7,4,7,4,15
506,"beerplace(5,887)",Goose Island Goose IPA,24-Jul-16,3.4,7,3,7,3,14
507,bartzluke(598),Goose Island Goose IPA,24-Jul-16,3.1,5,4,6,4,12
508,Hallstein(483),Goose Island Goose IPA,23-Jul-16,3.5,7,3,8,4,13
509,andriesradu(689),Goose Island Goose IPA,22-Jul-16,3.7,7,3,7,4,16
510,KarlPopper(122),Goose Island Goose IPA,10-Jul-16,3.5,7,4,6,3,15
511,"Wixie(1,106)",Goose Island Goose IPA,07-Jul-16,3.7,8,3,8,2,16
512,milara(98),Goose Island Goose IPA,05-Jul-16,3.9,8,4,7,3,17
513,"MrBeerFanatic(1,306)",Goose Island Goose IPA,04-Jul-16,3.4,7,3,8,3,13
514,Holtguy(181),Goose Island Goose IPA,04-Jul-16,3.6,7,3,7,4,15
515,leduardol(150),Goose Island Goose IPA,01-Jul-16,3.8,8,3,8,4,15
516,MacNJ(329),Goose Island Goose IPA,22-Jun-16,3.4,8,4,6,3,13
517,mribm(466),Goose Island Goose IPA,20-Jun-16,4.7,9,5,9,5,19
518,GregNC(118),Goose Island Goose IPA,19-Jun-16,3.2,5,3,7,4,13
519,"PotjeBier(4,514)",Goose Island Goose IPA,18-Jun-16,3.4,7,4,7,3,13
520,teamsale(342),Goose Island Goose IPA,15-Jun-16,3.5,7,4,7,3,14
521,teamrunkle(409),Goose Island Goose IPA,12-Jun-16,3.4,7,3,7,3,14
522,ChewyBeer(562),Goose Island Goose IPA,28-May-16,3.5,7,5,7,4,12
523,DubCInjun(40),Goose Island Goose IPA,28-May-16,2.5,5,3,5,3,9
524,ipabr(342),Goose Island Goose IPA,27-May-16,3.3,7,4,6,3,13
525,"Cristobal37(2,217)",Goose Island Goose IPA,26-May-16,3.3,6,3,7,3,14
526,DoodooPoopoo(1),Goose Island Goose IPA,25-May-16,5,10,5,10,5,20
527,"Linnet(2,246)",Goose Island Goose IPA,24-May-16,3.3,7,3,6,3,14
528,Dal9000(815),Goose Island Goose IPA,24-May-16,3.9,7,4,9,4,15
529,"stantheman(1,929)",Goose Island Goose IPA,18-Apr-20,3.7,6,5,7,5,14
530,PedroOliveira(33),Goose Island Goose IPA,09-May-16,3.8,8,4,8,3,15
531,aloiscarvalho(105),Goose Island Goose IPA,07-May-16,3.5,6,4,8,3,14
532,simonblaine(576),Goose Island Goose IPA,03-May-16,3.6,7,3,7,4,15
533,"andrewje41(6,321)",Goose Island Goose IPA,03-May-16,3.7,7,4,7,4,15
534,"ianwelby(2,847)",Goose Island Goose IPA,02-May-16,3.4,7,4,7,3,13
535,Gylo(310),Goose Island Goose IPA,30-Apr-16,2.2,3,2,5,3,9
536,"Hopverdju(4,035)",Goose Island Goose IPA,30-Apr-16,3.1,5,3,7,3,13
537,Maersk(433),Goose Island Goose IPA,29-Apr-16,3.6,8,4,7,3,14
538,"ansalon(4,964)",Goose Island Goose IPA,19-Apr-16,3.7,7,4,8,3,15
539,danielst(422),Goose Island Goose IPA,18-Apr-16,3.9,8,4,8,3,16
540,"kapusil(2,081)",Goose Island Goose IPA,17-Apr-16,3.8,7,4,7,4,16
541,"Lore(4,697)",Goose Island Goose IPA,17-Apr-16,4.2,9,4,8,4,17
542,"fordest(2,469)",Goose Island Goose IPA,17-Apr-16,3.6,7,3,7,3,16
543,"jsporrer(1,758)",Goose Island Goose IPA,17-Apr-16,3.5,5,3,7,3,17
544,Matwill(101),Goose Island Goose IPA,16-Apr-16,3.2,6,3,7,3,13
545,Leokattah(6),Goose Island Goose IPA,16-Apr-16,0.8,2,2,1,1,2
546,swiseman(638),Goose Island Goose IPA,15-Apr-16,3.1,8,4,5,2,12
547,"Malin_aiisa(1,269)",Goose Island Goose IPA,09-Apr-16,3,6,3,6,3,12
548,AdolfoCC(256),Goose Island Goose IPA,22-Apr-16,3.5,7,3,7,3,15
549,"GoufCustom(3,015)",Goose Island Goose IPA,09-Apr-16,3.1,6,3,7,3,12
550,"Hoppy_Luke(2,475)",Goose Island Goose IPA,30-Mar-16,4.3,8,4,9,4,18
551,"finol(4,052)",Goose Island Goose IPA,29-Mar-16,3.2,7,3,6,3,13
552,"Bijl(1,430)",Goose Island Goose IPA,25-Mar-16,3.8,8,4,8,3,15
553,7stern(889),Goose Island Goose IPA,22-Mar-16,3.8,7,4,8,4,15
554,"eduardovl(1,820)",Goose Island Goose IPA,20-Mar-16,3.8,7,3,8,4,16
555,Docavey(105),Goose Island Goose IPA,20-Mar-16,3.9,7,4,7,4,17
556,"bdleedahl(4,265)",Goose Island Goose IPA,19-Mar-16,3.5,7,5,6,4,13
557,"Homer321(5,359)",Goose Island Goose IPA,19-Mar-16,3.5,7,4,7,4,13
558,Kmeggs1(28),Goose Island Goose IPA,17-Mar-16,3.4,6,4,7,4,13
559,"Bebum(1,593)",Goose Island Goose IPA,18-Jan-17,3,5,3,5,2,15
560,hamilton_w(347),Goose Island Goose IPA,08-Mar-16,3.4,7,3,8,4,12
561,"LazyPyro(5,591)",Goose Island Goose IPA,08-Mar-16,3.1,5,3,6,3,14
562,klaing(282),Goose Island Goose IPA,04-Mar-16,3.7,7,4,7,4,15
563,"msbernac(4,149)",Goose Island Goose IPA,02-Mar-16,3.7,7,4,7,4,15
564,"Itzjerm(3,804)",Goose Island Goose IPA,29-Feb-16,3.4,6,3,6,4,15
565,"MarcinG(2,983)",Goose Island Goose IPA,28-Feb-16,3.5,6,4,6,4,15
566,allanmb(279),Goose Island Goose IPA,26-Feb-16,3.6,7,5,7,3,14
567,CroccyLc(14),Goose Island Goose IPA,22-Feb-16,3.6,4,5,7,4,16
568,Lecvered(25),Goose Island Goose IPA,22-Feb-16,3.9,8,4,7,4,16
569,ndburns(190),Goose Island Goose IPA,20-Feb-16,3.8,8,4,7,4,15
570,"JefVerstraete(5,782)",Goose Island Goose IPA,19-Feb-16,3.5,7,3,7,4,14
571,ChicagoJ(639),Goose Island Goose IPA,17-Feb-16,3.4,6,3,7,4,14
572,HonestGriff(64),Goose Island Goose IPA,17-Feb-16,3.1,6,2,7,3,13
573,chap95(251),Goose Island Goose IPA,14-Feb-16,3.9,7,5,8,4,15
574,BeerNinjaUK(549),Goose Island Goose IPA,14-Feb-16,3.9,8,3,8,4,16
575,"Biroholik(3,690)",Goose Island Goose IPA,10-Feb-16,3.7,6,5,7,4,15
576,kingaugusta(334),Goose Island Goose IPA,08-Feb-16,3,5,4,6,3,12
577,Xevious(78),Goose Island Goose IPA,07-Feb-16,3.6,6,4,6,4,16
578,Gespuccian(144),Goose Island Goose IPA,07-Feb-16,3.8,7,3,8,4,16
579,"ozzy70(2,809)",Goose Island Goose IPA,02-Feb-16,3,6,3,6,4,11
580,Halfling_4132(104),Goose Island Goose IPA,31-Jan-16,3,8,2,6,3,11
581,lokis333(942),Goose Island Goose IPA,31-Jan-16,3.6,7,4,7,4,14
582,brucebruce81(391),Goose Island Goose IPA,30-Jan-16,3.5,5,3,7,3,17
583,"TaxiDriver(2,100)",Goose Island Goose IPA,25-Jan-16,3.8,7,3,7,4,17
584,"MayumiH(1,214)",Goose Island Goose IPA,24-Jan-16,3.5,6,3,7,4,15
585,tekstr1der(597),Goose Island Goose IPA,31-Oct-19,3.8,8,4,7,4,15
586,Godfather50(324),Goose Island Goose IPA,23-Jan-16,2.1,3,3,4,3,8
587,"VamboladeTolly(2,253)",Goose Island Goose IPA,20-Jan-16,3.6,7,4,7,4,14
588,Daanminator(476),Goose Island Goose IPA,19-Jan-16,3,7,3,7,3,10
589,"bunget(1,251)",Goose Island Goose IPA,19-Jan-16,3.4,8,3,6,3,14
590,Criz(362),Goose Island Goose IPA,18-Jan-16,3,5,2,6,2,15
591,tysonf7(28),Goose Island Goose IPA,17-Jan-16,3.1,5,4,5,4,13
592,jukkar(132),Goose Island Goose IPA,07-Jan-16,3.8,7,3,9,4,15
593,"thepatrickman(1,503)",Goose Island Goose IPA,05-Jan-16,3.8,8,4,7,4,15
594,BenWesthof(196),Goose Island Goose IPA,02-Jan-16,2.7,6,3,7,3,8
595,EugeneStraver(594),Goose Island Goose IPA,02-Jan-16,2.9,7,3,7,2,10
596,terefere(395),Goose Island Goose IPA,02-Jan-16,3.1,6,3,6,4,12
597,OnTheTrail(955),Goose Island Goose IPA,02-Jan-16,3.8,7,3,9,3,16
598,UM02(497),Goose Island Goose IPA,01-Jan-16,3.2,7,3,6,3,13
599,oskart(60),Goose Island Goose IPA,01-Jan-16,3.2,6,5,4,3,14
600,"mariuspoenari(3,297)",Goose Island Goose IPA,26-Dec-15,3.7,7,4,7,4,15
601,corvax(4),Goose Island Goose IPA,25-Dec-15,2.9,7,5,4,4,9
602,sccp1910(513),Goose Island Goose IPA,08-Mar-19,3.7,8,3,8,4,14
603,"Turboninja(2,083)",Goose Island Goose IPA,22-Dec-15,3.3,9,3,6,2,13
604,nazbion(302),Goose Island Goose IPA,22-Dec-15,3.5,6,4,7,4,14
605,"Cimbasso(1,784)",Goose Island Goose IPA,07-Nov-16,3.6,6,4,8,4,14
606,jasonbenali(386),Goose Island Goose IPA,20-Dec-15,3.5,7,5,6,4,13
607,PDXtrailBlazer(13),Goose Island Goose IPA,19-Dec-15,3.7,6,4,7,4,16
608,"VT(2,524)",Goose Island Goose IPA,15-Dec-15,3.9,9,4,9,3,14
609,"sjogro(9,251)",Goose Island Goose IPA,09-Dec-15,3.6,8,3,8,3,14
610,"Yves(3,869)",Goose Island Goose IPA,04-Dec-15,2.8,7,3,5,3,10
611,"wxman(2,026)",Goose Island Goose IPA,30-Nov-15,3.3,6,4,6,4,13
612,Steven_B(249),Goose Island Goose IPA,28-Nov-15,3.3,6,3,6,4,14
613,"vadie(1,326)",Goose Island Goose IPA,23-Nov-15,3.4,6,3,7,4,14
614,tysongillmore(362),Goose Island Goose IPA,21-Nov-15,3.8,8,5,7,4,14
615,"bpar73(1,544)",Goose Island Goose IPA,20-Nov-15,3.6,7,4,7,4,14
616,"IrishBoy(4,478)",Goose Island Goose IPA,19-Nov-15,2.7,5,2,6,3,11
617,"TychoJames(3,076)",Goose Island Goose IPA,17-Nov-15,3,6,3,6,3,12
618,FrankZappa7(481),Goose Island Goose IPA,16-Nov-15,3.6,7,4,7,4,14
619,"GenkiGonzo(1,092)",Goose Island Goose IPA,13-Nov-15,3.6,8,4,7,3,14
620,"GlasgowTAD(2,015)",Goose Island Goose IPA,13-Nov-15,3.6,7,4,6,4,15
621,Gluepot(941),Goose Island Goose IPA,13-Nov-15,3.7,8,3,7,3,16
622,lobosaintori(89),Goose Island Goose IPA,13-Nov-15,3.5,6,3,7,3,16
623,CpyNPrnT(637),Goose Island Goose IPA,10-Nov-15,3.3,6,3,6,3,15
624,"MelvinKalksma(4,377)",Goose Island Goose IPA,12-Oct-19,3.3,7,3,7,3,13
625,hatzer(199),Goose Island Goose IPA,07-Nov-15,3.7,10,4,5,3,15
626,Salwal(486),Goose Island Goose IPA,02-Nov-15,3.8,7,4,8,4,15
627,lrkmilani(127),Goose Island Goose IPA,01-Nov-15,3.2,7,4,5,3,13
628,daniel0017(488),Goose Island Goose IPA,31-Oct-15,3.8,9,4,8,3,14
629,"mgajdaczewa(2,638)",Goose Island Goose IPA,31-Oct-15,3.2,7,3,6,3,13
630,Jesusthug(7),Goose Island Goose IPA,02-Dec-15,3.5,7,3,7,4,14
631,RxForHealth(180),Goose Island Goose IPA,27-Oct-15,3.4,7,4,7,3,13
632,oliodnb(665),Goose Island Goose IPA,26-Oct-15,3.8,7,3,7,5,16
633,"AlainG(3,049)",Goose Island Goose IPA,22-Oct-15,3.2,6,3,7,3,13
634,Lacho(163),Goose Island Goose IPA,19-Oct-15,3.7,7,3,8,4,15
635,"mabuzzer(1,686)",Goose Island Goose IPA,18-Oct-15,3.5,6,4,7,4,14
636,Gaelic(231),Goose Island Goose IPA,17-Oct-15,3.7,7,4,7,4,15
637,Tstamba(786),Goose Island Goose IPA,13-Oct-15,3.7,7,5,7,4,14
638,MRMedellin(394),Goose Island Goose IPA,12-Oct-15,2.8,7,3,5,3,10
639,"Gachupines(1,252)",Goose Island Goose IPA,12-Oct-15,3.4,6,3,6,3,16
640,HoppyScallywag(339),Goose Island Goose IPA,12-Oct-15,3.7,7,3,6,4,17
641,"johnnnniee(6,128)",Goose Island Goose IPA,11-Oct-15,3.7,7,4,7,4,15
642,ryanhunter_4(712),Goose Island Goose IPA,11-Oct-15,3.7,8,4,8,4,13
643,BierMeHoos(770),Goose Island Goose IPA,05-Oct-15,3.6,7,4,8,3,14
644,GSAP(828),Goose Island Goose IPA,04-Oct-15,3.2,6,3,7,3,13
645,jamesbeith(21),Goose Island Goose IPA,01-Oct-15,1.5,2,3,2,2,6
646,ForlornHope(549),Goose Island Goose IPA,30-Sep-15,3.8,8,4,7,4,15
647,AwaKe(302),Goose Island Goose IPA,28-Sep-15,3.3,7,3,7,3,13
648,"Spab(7,527)",Goose Island Goose IPA,25-Sep-15,3.4,7,3,7,3,14
649,srwalker155210(108),Goose Island Goose IPA,25-Sep-15,2.7,5,3,6,3,10
650,serjaymz(173),Goose Island Goose IPA,24-Sep-15,3.8,8,3,8,4,15
651,NateH10s(128),Goose Island Goose IPA,23-Sep-15,3.2,7,3,6,3,13
652,"Tranquillity(3,620)",Goose Island Goose IPA,23-Sep-15,3.2,7,3,6,3,13
653,"Viper666.Qc(10,518)",Goose Island Goose IPA,22-Sep-15,3.6,7,3,7,4,15
654,"reebtogi(6,488)",Goose Island Goose IPA,22-Sep-15,3.4,6,4,7,3,14
655,"Estebanik(2,537)",Goose Island Goose IPA,21-Sep-15,3.1,5,4,7,3,12
656,gustavofnd(238),Goose Island Goose IPA,20-Sep-15,4,9,3,7,4,17
657,ILduce(285),Goose Island Goose IPA,20-Sep-15,3.1,6,3,6,4,12
658,"coachd(2,224)",Goose Island Goose IPA,20-Sep-15,3.7,7,3,8,3,16
659,Luckylucy667(41),Goose Island Goose IPA,19-Sep-15,3.7,7,5,6,4,15
660,"gyhallmanti(1,292)",Goose Island Goose IPA,19-Sep-15,3.2,6,5,6,4,11
