,아이디,맥주이름,날짜,평점,Aroma,Appearance,Flavor,Mouthfeel,Overall
893,dreamflower(794),Goose Island Goose IPA,08-Mar-15,4.4,9,4,9,4,18
896,"Sledutah(9,707)",Goose Island Goose IPA,06-Mar-15,3.4,7,3,7,3,14
898,badpuppy69(825),Goose Island Goose IPA,11-Jun-19,2.8,5,5,5,3,10
899,"Palidor19(3,215)",Goose Island Goose IPA,05-Mar-15,3.0,5,3,6,3,13
900,"Karstenborg(1,711)",Goose Island Goose IPA,03-Mar-15,3.7,8,4,7,3,15
905,"ordybill(1,815)",Goose Island Goose IPA,23-Feb-15,4.1,8,5,9,3,16
907,"rjplumer(1,390)",Goose Island Goose IPA,21-Feb-15,4.2,8,5,8,4,17
912,"androman(2,998)",Goose Island Goose IPA,07-Feb-15,3.8,7,4,7,5,15
915,"SudsMcDuff(8,568)",Goose Island Goose IPA,01-Feb-15,3.1,6,3,6,3,13
916,"FunkyF(2,561)",Goose Island Goose IPA,31-Jan-15,2.6,5,3,5,3,10
918,pricey290483(854),Goose Island Goose IPA,27-Jan-15,4.0,7,4,9,4,16
920,"Abijen(2,572)",Goose Island Goose IPA,25-Jan-15,3.8,8,4,7,4,15
922,"markoijelena(4,419)",Goose Island Goose IPA,22-Jan-15,3.5,7,3,7,3,15
924,"Florya(2,027)",Goose Island Goose IPA,21-Jan-15,3.7,6,4,7,4,16
925,foyle(642),Goose Island Goose IPA,17-Jan-15,3.1,6,3,6,3,13
926,jice(405),Goose Island Goose IPA,17-Jan-15,3.6,7,3,7,4,15
928,"Erzengel(13,338)",Goose Island Goose IPA,04-Jan-15,3.2,6,4,7,4,11
929,"Mr_Pink_152(10,328)",Goose Island Goose IPA,02-Jan-15,3.6,7,4,7,3,15
933,"Bamsen78(7,276)",Goose Island Goose IPA,29-Dec-14,3.9,7,4,8,4,16
935,"Listigovers(2,148)",Goose Island Goose IPA,22-Dec-14,3.9,9,4,8,4,14
937,"weordie(1,518)",Goose Island Goose IPA,21-Dec-14,3.1,6,3,6,4,12
938,"Kauge(2,508)",Goose Island Goose IPA,21-Dec-14,3.4,6,4,7,4,13
940,"legion242(2,345)",Goose Island Goose IPA,16-Dec-14,3.9,7,4,7,4,17
941,"corkyrory66(5,023)",Goose Island Goose IPA,10-Dec-14,3.6,8,2,7,3,16
944,bewyder(601),Goose Island Goose IPA,02-Dec-14,3.7,7,4,7,4,15
946,"StueyD(1,586)",Goose Island Goose IPA,29-Nov-14,3.6,7,3,8,3,15
947,"Iznogud(9,342)",Goose Island Goose IPA,27-Nov-14,4.0,8,4,8,4,16
949,"Tessic(1,879)",Goose Island Goose IPA,25-Nov-14,2.9,6,3,5,3,12
950,docsteigs(542),Goose Island Goose IPA,23-Nov-14,3.7,7,4,7,4,15
952,"rodenbach99(4,842)",Goose Island Goose IPA,17-Nov-14,3.4,7,3,7,3,14
955,coyforce(684),Goose Island Goose IPA,14-Nov-14,4.5,10,4,10,4,17
960,"melush(10,149)",Goose Island Goose IPA,11-Oct-14,4.0,7,3,8,3,18
970,"adster(1,141)",Goose Island Goose IPA,16-Sep-14,3.8,7,4,7,4,16
971,tinylightsrecs(436),Goose Island Goose IPA,12-Sep-14,4.0,7,4,9,4,16
972,"slowrunner77(18,647)",Goose Island Goose IPA,12-Sep-14,3.4,7,3,7,3,14
973,"MarkoNm(4,820)",Goose Island Goose IPA,13-Aug-19,3.9,8,4,8,4,15
976,"solidfunk(15,001)",Goose Island Goose IPA,06-Sep-14,3.3,6,3,7,3,14
982,"Headbanger(4,423)",Goose Island Goose IPA,28-Aug-14,3.6,8,3,8,3,14
986,"GuideDogSaint(2,617)",Goose Island Goose IPA,25-Aug-14,3.6,7,4,7,4,14
987,"thorongil2(5,605)",Goose Island Goose IPA,19-Aug-14,3.3,7,4,6,3,13
988,"Darkmagus82(2,303)",Goose Island Goose IPA,17-Aug-14,3.8,8,3,8,3,16
991,"JStax(10,651)",Goose Island Goose IPA,14-Aug-14,3.4,6,5,6,4,13
996,dnoaksson(826),Goose Island Goose IPA,06-Aug-14,3.6,7,4,7,4,14
997,"Maakun(10,312)",Goose Island Goose IPA,05-Aug-14,3.6,7,4,8,3,14
998,eRock_2013(657),Goose Island Goose IPA,03-Aug-14,3.7,7,3,8,4,15
1000,"R4N5H(2,151)",Goose Island Goose IPA,01-Aug-14,3.8,6,5,7,4,16
1002,"ManVsBeer(15,884)",Goose Island Goose IPA,30-Jul-14,3.4,7,3,7,3,14
1005,"swoopjones(7,018)",Goose Island Goose IPA,14-Jul-14,3.4,7,4,6,3,14
1007,"JHeath99(1,680)",Goose Island Goose IPA,11-Jul-14,3.7,7,3,8,4,15
1008,"WheatKing(1,351)",Goose Island Goose IPA,09-Jul-14,3.7,8,4,7,4,14
1009,"prawlie(1,705)",Goose Island Goose IPA,08-Jul-14,3.7,7,4,7,5,14
1011,"AnonUser54728(2,851)",Goose Island Goose IPA,07-Jul-14,4.4,9,5,9,4,17
1016,"VDuquerroux(4,006)",Goose Island Goose IPA,29-Jun-14,4.0,9,4,7,4,16
1018,"dnicolaescu(3,909)",Goose Island Goose IPA,27-Jun-14,3.5,7,4,7,3,14
1021,"miquelcrush(2,052)",Goose Island Goose IPA,17-Jun-14,3.6,7,4,7,4,14
1025,"sinfull(2,661)",Goose Island Goose IPA,07-Jun-14,3.8,8,3,8,4,15
1028,"Calisky(4,495)",Goose Island Goose IPA,04-Jun-14,3.5,8,3,7,3,14
1032,"TXBadger(2,811)",Goose Island Goose IPA,29-May-14,3.0,6,3,6,3,12
1033,"Stew41(2,523)",Goose Island Goose IPA,26-May-14,3.0,5,3,6,4,12
1036,"puboflyons(4,454)",Goose Island Goose IPA,22-May-14,3.8,7,4,9,3,15
1038,"ghawener(1,656)",Goose Island Goose IPA,12-May-14,2.2,5,3,4,2,8
1047,"gopherfan99(2,001)",Goose Island Goose IPA,30-Apr-14,3.6,7,4,7,3,15
1049,edsspoon(905),Goose Island Goose IPA,21-Apr-14,3.6,7,4,7,4,14
1050,"budedou(1,528)",Goose Island Goose IPA,03-May-17,3.4,7,3,7,3,14
1053,"anon84892(3,284)",Goose Island Goose IPA,07-Apr-14,3.7,7,4,7,4,15
1057,"Bulk_Carrier(6,064)",Goose Island Goose IPA,31-Mar-14,2.8,5,3,6,3,11
1060,"jjsint(5,753)",Goose Island Goose IPA,28-Mar-14,3.0,4,5,6,4,11
1064,"Renobob(2,063)",Goose Island Goose IPA,24-Mar-14,3.8,7,4,8,4,15
1065,"rumproasts(6,113)",Goose Island Goose IPA,24-Mar-14,3.6,6,4,7,5,14
1066,"freretoc(1,935)",Goose Island Goose IPA,23-Mar-14,3.8,7,4,7,4,16
1068,"john44(4,514)",Goose Island Goose IPA,21-Mar-14,3.6,7,3,7,4,15
1069,"onceblind(16,310)",Goose Island Goose IPA,21-Mar-14,3.6,7,5,7,4,13
1071,"maekchu(5,196)",Goose Island Goose IPA,14-Mar-14,3.5,7,4,8,3,13
1073,"Beerhunter111(34,257)",Goose Island Goose IPA,05-Mar-14,3.7,7,3,7,4,16
1074,"Art(3,223)",Goose Island Goose IPA,01-Mar-14,3.6,8,3,6,3,16
1076,"PriorL(3,067)",Goose Island Goose IPA,26-Feb-14,3.7,7,3,7,3,17
1079,"Dacrza(1,480)",Goose Island Goose IPA,22-Feb-14,4.1,8,5,9,4,15
1082,Zarkam(539),Goose Island Goose IPA,17-Feb-14,4.0,7,3,9,4,17
1086,"martin00sr(8,416)",Goose Island Goose IPA,10-Feb-14,3.7,7,4,7,4,15
1087,"s_hartshorne(2,934)",Goose Island Goose IPA,09-Feb-14,3.4,7,3,7,3,14
1089,20107589(748),Goose Island Goose IPA,03-Feb-14,3.8,7,4,6,5,16
1096,"poisoneddwarf(4,331)",Goose Island Goose IPA,21-Jan-14,3.4,4,5,6,4,15
1099,damzz(764),Goose Island Goose IPA,20-Sep-15,3.3,7,5,6,4,11
1101,"rennat42(4,135)",Goose Island Goose IPA,15-Jan-14,2.7,3,3,6,3,12
1106,brandon1989(847),Goose Island Goose IPA,08-Jan-14,3.6,7,4,7,3,15
1110,"EtTuCthulhu(1,391)",Goose Island Goose IPA,02-Jan-14,3.6,6,3,7,5,15
1111,"Lonick(2,706)",Goose Island Goose IPA,02-Jan-14,3.4,7,4,7,3,13
1112,"Tonkun(1,295)",Goose Island Goose IPA,02-Jan-14,3.3,6,4,5,4,14
1113,"MetalNHopHead(2,791)",Goose Island Goose IPA,18-Feb-15,4.5,10,4,8,5,18
1114,Deu(949),Goose Island Goose IPA,27-Dec-13,3.8,8,4,8,4,14
1115,"ContemplateBeer(2,089)",Goose Island Goose IPA,27-Dec-13,3.4,6,5,6,4,13
1123,beeebon(560),Goose Island Goose IPA,20-Dec-13,3.8,7,3,8,4,16
1129,HIGHB4LL(836),Goose Island Goose IPA,13-Dec-13,3.9,7,4,8,4,16
1131,"beertholomeus(1,814)",Goose Island Goose IPA,28-Mar-17,3.5,6,4,7,4,14
1134,"gegwilson(4,862)",Goose Island Goose IPA,05-Dec-13,3.9,8,5,7,4,15
1137,"MrTipple(13,257)",Goose Island Goose IPA,01-Dec-13,3.7,8,5,8,4,12
1140,"Lowenbrau(5,681)",Goose Island Goose IPA,27-Nov-13,3.5,7,4,7,3,14
1143,"gschrade(1,361)",Goose Island Goose IPA,22-Nov-13,4.3,8,5,8,5,17
1145,"BlackHaddock(11,825)",Goose Island Goose IPA,20-Nov-13,3.5,6,3,8,3,15
1147,"KeefOz(3,203)",Goose Island Goose IPA,10-Jun-18,3.2,6,3,6,3,14
1156,"Philym(1,003)",Goose Island Goose IPA,03-Nov-13,3.7,8,4,7,4,14
1157,"arsol(1,888)",Goose Island Goose IPA,31-Oct-13,3.8,7,4,7,4,16
1160,"kraddel(10,779)",Goose Island Goose IPA,26-Oct-13,4.1,8,3,8,4,18
1163,"GIJOE(1,269)",Goose Island Goose IPA,23-Oct-13,3.4,6,3,7,3,15
1167,"kermis(18,397)",Goose Island Goose IPA,08-Oct-13,3.4,7,3,7,3,14
1168,"Iphonephan(9,867)",Goose Island Goose IPA,07-Oct-13,3.5,7,4,7,4,13
1169,"DedicatedToFun(3,984)",Goose Island Goose IPA,06-Oct-13,3.7,7,4,7,4,15
1174,"Vaiz(4,459)",Goose Island Goose IPA,30-Sep-13,3.6,7,3,8,3,15
1176,"Cantabrian(1,207)",Goose Island Goose IPA,22-Sep-13,4.3,9,3,8,5,18
1179,"StilleStorm(1,684)",Goose Island Goose IPA,21-Sep-13,3.4,8,3,7,3,13
1182,"smaynard6000(1,425)",Goose Island Goose IPA,20-Sep-13,3.8,7,4,7,3,17
1187,"rand(2,760)",Goose Island Goose IPA,16-Sep-13,3.6,7,3,7,4,15
1191,"Jow(5,909)",Goose Island Goose IPA,07-Sep-13,3.6,7,3,7,3,16
1198,"Davhgbrew(1,071)",Goose Island Goose IPA,26-Aug-13,3.8,8,3,7,5,15
1200,"Bygers(1,187)",Goose Island Goose IPA,23-Aug-13,3.0,6,2,6,3,13
1201,"guzgorog(1,598)",Goose Island Goose IPA,23-Aug-13,3.9,8,4,7,3,17
1203,"vipinvelp(6,094)",Goose Island Goose IPA,20-Aug-13,3.5,7,3,7,4,14
1207,Augdraught1981(267),Goose Island Goose IPA,23-Aug-13,3.5,6,5,7,3,14
1208,"ronaldtheriot(2,425)",Goose Island Goose IPA,18-Aug-13,4.1,8,4,8,4,17
1219,"Martin243(1,387)",Goose Island Goose IPA,02-Aug-13,3.8,7,4,7,4,16
1222,"charule(2,306)",Goose Island Goose IPA,30-Jul-13,3.4,7,4,6,4,13
1227,"patricks110(2,897)",Goose Island Goose IPA,26-Jul-13,3.7,8,3,7,4,15
1239,"hman43(3,457)",Goose Island Goose IPA,14-Jul-13,3.9,8,4,8,4,15
1242,"minutemat(10,974)",Goose Island Goose IPA,19-Mar-18,3.2,7,3,6,3,13
1244,"VastActiv(12,064)",Goose Island Goose IPA,09-Jul-13,3.2,7,3,7,3,12
1246,"gyllenbock(13,891)",Goose Island Goose IPA,07-Jul-13,3.1,6,3,6,3,13
1247,"bubbleflubber(2,249)",Goose Island Goose IPA,07-Jul-13,3.5,7,4,7,3,14
1248,TyggaBrown(430),Goose Island Goose IPA,05-Jul-13,2.9,5,3,7,3,11
1251,"Gorm(1,897)",Goose Island Goose IPA,27-Jun-13,3.4,7,3,7,3,14
1252,"nilsas(7,000)",Goose Island Goose IPA,27-Jun-13,3.3,7,4,7,3,12
1261,"snoworsummer(8,851)",Goose Island Goose IPA,16-Jun-13,3.4,7,3,7,3,14
1262,"Japalo(1,887)",Goose Island Goose IPA,15-Jun-13,3.4,6,5,7,2,14
1264,"erickok(6,033)",Goose Island Goose IPA,19-Jan-14,4.1,8,4,8,4,17
1265,"bb(13,575)",Goose Island Goose IPA,11-Jun-13,3.4,7,3,7,3,14
1266,"kiwianer(4,070)",Goose Island Goose IPA,10-Jun-13,3.5,7,4,7,4,13
1267,"beerbaaron(1,997)",Goose Island Goose IPA,09-Jun-13,3.5,7,3,7,3,15
1270,"DrSilverworm(10,456)",Goose Island Goose IPA,06-Jun-13,3.1,5,4,6,4,12
1271,"Andy_(1,156)",Goose Island Goose IPA,16-Aug-13,3.5,7,4,7,3,14
1275,"fluffy(2,459)",Goose Island Goose IPA,01-Jun-13,2.7,6,2,5,3,11
1278,"JCB(3,999)",Goose Island Goose IPA,30-May-13,3.6,7,4,7,4,14
1279,"coldbrewky(1,731)",Goose Island Goose IPA,28-May-13,3.8,7,3,8,4,16
1281,"elbernays(1,834)",Goose Island Goose IPA,25-May-13,3.6,6,4,7,5,14
1285,rangerred(989),Goose Island Goose IPA,23-May-13,4.1,8,5,7,3,18
1291,"fellebag(1,769)",Goose Island Goose IPA,17-May-13,4.1,8,4,8,4,17
1293,"luttonm(7,593)",Goose Island Goose IPA,11-May-13,3.6,7,3,7,4,15
1296,"Shag(3,465)",Goose Island Goose IPA,10-May-13,3.6,7,3,7,4,15
1297,"edgallow(5,016)",Goose Island Goose IPA,10-May-13,3.6,7,4,8,4,13
1299,"robforbes(2,420)",Goose Island Goose IPA,08-May-13,3.2,6,3,7,3,13
1300,"Rob_D_UK(1,366)",Goose Island Goose IPA,07-May-13,3.6,6,4,7,3,16
1303,"SDalkoholic(2,458)",Goose Island Goose IPA,05-May-13,3.4,7,3,7,3,14
1308,"k0mpsa(3,785)",Goose Island Goose IPA,01-May-13,3.5,7,4,7,4,13
1311,georgekillian(344),Goose Island Goose IPA,27-Apr-13,2.9,6,2,5,3,13
1315,thooper41(556),Goose Island Goose IPA,24-Apr-13,3.6,7,4,7,4,14
1320,"mkel07(9,170)",Goose Island Goose IPA,16-Apr-13,3.9,8,3,8,3,17
1321,Braastad(465),Goose Island Goose IPA,15-Apr-13,4.0,8,3,8,4,17
1324,Down2die(106),Goose Island Goose IPA,13-Apr-13,4.2,6,5,7,5,19
1325,"degbert(1,791)",Goose Island Goose IPA,13-Apr-13,4.1,8,4,8,5,16
1332,"jflopsu(1,862)",Goose Island Goose IPA,07-Apr-13,4.0,8,3,8,4,17
1335,"mnmike(1,087)",Goose Island Goose IPA,03-Apr-13,3.7,7,3,8,4,15
1336,ExpendableHero(976),Goose Island Goose IPA,03-Apr-13,3.5,8,3,7,3,14
1337,Graham77(589),Goose Island Goose IPA,30-Mar-14,3.6,6,4,7,5,14
1338,"ajnepple(12,690)",Goose Island Goose IPA,30-Mar-13,3.2,6,4,6,4,12
1344,"wekker84(2,628)",Goose Island Goose IPA,26-Mar-13,3.6,7,3,7,4,15
1349,Fredis23(564),Goose Island Goose IPA,19-Mar-13,4.0,7,4,8,4,17
1350,"The_Osprey(10,583)",Goose Island Goose IPA,06-Sep-13,3.7,6,4,7,4,16
1352,"RedSox2004(2,049)",Goose Island Goose IPA,17-Mar-13,3.4,7,4,6,4,13
1354,"Freaky_tiki(1,770)",Goose Island Goose IPA,15-Mar-13,3.5,7,4,7,3,14
1356,"kidmartinek(5,010)",Goose Island Goose IPA,14-Mar-13,3.1,6,4,5,3,13
1361,"Mora2000(6,156)",Goose Island Goose IPA,12-Mar-13,3.7,7,4,7,4,15
1362,"jkwalking05(4,743)",Goose Island Goose IPA,11-Mar-13,3.1,6,3,7,3,12
1363,"travita(5,007)",Goose Island Goose IPA,11-Mar-13,3.3,6,3,7,3,14
1366,"hfmejias(1,283)",Goose Island Goose IPA,09-Mar-13,3.5,6,4,8,4,13
1368,"obguthr(10,061)",Goose Island Goose IPA,08-Mar-13,4.0,8,5,8,3,16
1370,"tnkw01(2,842)",Goose Island Goose IPA,07-Mar-13,3.1,7,3,7,3,11
1372,"tampierre(1,486)",Goose Island Goose IPA,05-Mar-13,3.6,8,3,8,3,14
1373,"Singularity(7,459)",Goose Island Goose IPA,03-Mar-13,4.4,10,4,9,3,18
1375,Dommod2011(706),Goose Island Goose IPA,02-Mar-13,3.4,6,3,7,4,14
1376,"RichTheVillan(10,528)",Goose Island Goose IPA,02-Mar-13,3.2,7,4,6,4,11
1378,"Fratto(2,845)",Goose Island Goose IPA,28-Feb-13,3.4,7,3,5,4,15
1382,"MattH(1,007)",Goose Island Goose IPA,23-Feb-13,3.5,6,5,6,5,13
1383,"rougeau13(4,380)",Goose Island Goose IPA,23-Feb-13,3.4,7,3,7,3,14
1384,Aaron68(608),Goose Island Goose IPA,19-Feb-13,2.6,5,3,5,3,10
1389,"Kinz(3,786)",Goose Island Goose IPA,01-Dec-13,3.8,7,4,7,4,16
1391,"kerenmk(6,889)",Goose Island Goose IPA,14-Feb-13,3.6,8,3,8,4,13
1392,"joeneugs(6,371)",Goose Island Goose IPA,14-Feb-13,3.6,7,3,7,3,16
1393,"AndyW68(2,013)",Goose Island Goose IPA,13-Feb-13,4.5,9,5,9,4,18
1394,jhliesen(846),Goose Island Goose IPA,11-Feb-13,3.9,7,4,8,4,16
1397,"kevinator(4,950)",Goose Island Goose IPA,07-Feb-13,3.3,4,3,7,4,15
1398,LetsGoState(928),Goose Island Goose IPA,03-Feb-13,2.9,6,3,6,2,12
1403,"jookos(8,422)",Goose Island Goose IPA,19-Jan-13,4.0,8,4,9,4,15
1404,podey(638),Goose Island Goose IPA,24-Apr-13,3.1,5,3,6,3,14
1408,"radio_nowhere(1,474)",Goose Island Goose IPA,10-Jan-13,3.6,7,4,6,4,15
1409,"Derek881(1,272)",Goose Island Goose IPA,08-Jan-13,3.6,7,4,8,4,13
1410,"madmitch76(33,662)",Goose Island Goose IPA,06-Jan-13,3.3,6,4,7,3,13
1413,jhgrantjr(484),Goose Island Goose IPA,12-Jan-13,3.8,7,4,7,4,16
1414,"trapped(6,256)",Goose Island Goose IPA,02-Jan-13,3.0,6,3,5,3,13
1415,"ads135(6,741)",Goose Island Goose IPA,01-Jan-13,4.2,7,5,8,5,17
1426,"scooterbub(1,198)",Goose Island Goose IPA,17-Dec-12,3.5,6,4,7,4,14
1427,"danlo(7,350)",Goose Island Goose IPA,14-Dec-12,3.6,6,4,7,4,15
1428,"riversideAK(6,265)",Goose Island Goose IPA,13-Dec-12,3.4,7,4,7,3,13
1432,"ChainGangGuy(5,448)",Goose Island Goose IPA,08-Dec-12,3.9,8,4,8,4,15
1433,JEK69(397),Goose Island Goose IPA,07-Dec-12,3.7,7,4,6,4,16
1436,"nearbeer(7,458)",Goose Island Goose IPA,11-May-13,3.3,7,3,6,4,13
1439,"troopie(4,358)",Goose Island Goose IPA,25-Nov-12,3.3,8,3,6,3,13
1440,"jjuf1853(1,302)",Goose Island Goose IPA,23-Nov-12,3.8,8,3,8,3,16
1441,"Desverger(22,255)",Goose Island Goose IPA,22-Nov-12,4.0,8,4,9,4,15
1446,"HeistAlmighty(1,156)",Goose Island Goose IPA,19-Nov-12,4.0,8,4,8,4,16
1448,"Christpuncher(3,215)",Goose Island Goose IPA,17-Nov-12,3.6,8,4,8,3,13
1450,"cubs(10,773)",Goose Island Goose IPA,17-Nov-12,3.3,7,3,7,4,12
1453,"DiarmaidBHK(7,505)",Goose Island Goose IPA,11-Nov-12,3.2,6,3,7,3,13
1454,"jbruner(8,372)",Goose Island Goose IPA,10-Nov-12,3.5,7,3,7,4,14
1455,"mR_fr0g(22,491)",Goose Island Goose IPA,09-Nov-12,4.0,8,5,8,4,15
1456,"bergstaden(5,962)",Goose Island Goose IPA,08-Nov-12,3.7,7,4,7,4,15
1458,"JorgeLee(2,925)",Goose Island Goose IPA,20-May-17,3.4,6,5,6,3,14
1459,thechandler(593),Goose Island Goose IPA,05-Nov-12,3.4,7,4,7,3,13
1460,"jaghana(7,418)",Goose Island Goose IPA,02-Nov-12,3.2,6,4,5,3,14
1461,nike(966),Goose Island Goose IPA,31-Oct-12,3.2,6,4,6,3,13
1463,"Ktwse(6,833)",Goose Island Goose IPA,23-Oct-12,3.6,8,4,7,3,14
1466,JohnCook101(535),Goose Island Goose IPA,13-Oct-12,3.2,7,3,7,3,12
1469,wilnatp(831),Goose Island Goose IPA,08-Oct-12,3.4,7,3,7,3,14
1470,"AndySnow(12,022)",Goose Island Goose IPA,07-Oct-12,3.3,6,3,6,3,15
1471,"Countbeer(6,587)",Goose Island Goose IPA,03-Oct-12,3.8,7,4,8,4,15
1476,"jerohen(2,619)",Goose Island Goose IPA,20-Feb-14,4.4,9,4,9,4,18
1477,"yiannnos(1,254)",Goose Island Goose IPA,18-Sep-12,3.8,8,4,8,4,14
1479,"jjgmd(3,445)",Goose Island Goose IPA,17-Sep-12,3.2,5,3,7,3,14
1483,"Theydon_Bois(31,349)",Goose Island Goose IPA,13-Sep-12,3.7,8,4,7,4,14
1484,"mike_77(11,143)",Goose Island Goose IPA,12-Jun-21,3.7,8,3,8,3,15
1485,"Yorker(3,808)",Goose Island Goose IPA,12-Sep-12,3.5,7,4,7,4,13
1486,"MichaelAwesome(7,163)",Goose Island Goose IPA,11-Sep-12,2.8,7,3,5,2,11
1487,"McTapps(8,068)",Goose Island Goose IPA,11-Sep-12,4.2,8,3,8,5,18
1489,"sic1314(4,770)",Goose Island Goose IPA,02-Sep-12,3.2,7,4,6,3,12
1501,"Psytron(4,649)",Goose Island Goose IPA,11-Aug-12,3.7,7,4,7,4,15
1503,"The_Bish(1,118)",Goose Island Goose IPA,07-Aug-12,3.7,8,4,8,4,13
1505,"cards04(3,161)",Goose Island Goose IPA,06-Aug-12,3.8,8,3,8,3,16
1507,"BeerFanDan17(1,171)",Goose Island Goose IPA,04-Aug-12,3.9,8,4,8,4,15
1508,"Habanero(5,744)",Goose Island Goose IPA,02-Aug-12,3.4,7,4,6,3,14
1509,"ttoadee(2,941)",Goose Island Goose IPA,02-Aug-12,3.8,8,4,8,3,15
1510,"SarkyNorthener(5,200)",Goose Island Goose IPA,01-Aug-12,3.7,7,2,9,3,16
1511,"zvikar(11,503)",Goose Island Goose IPA,01-Aug-12,3.4,7,3,8,3,13
1515,"Elwood(3,347)",Goose Island Goose IPA,25-Jul-12,3.7,7,4,7,3,16
1516,"Leafs93(2,343)",Goose Island Goose IPA,24-Jul-12,3.4,7,3,6,3,15
1519,"Beerheart65(1,503)",Goose Island Goose IPA,21-Jul-12,4.5,10,3,10,4,18
1522,"tia(2,232)",Goose Island Goose IPA,05-Mar-15,2.9,6,3,6,3,11
1526,"boxofrane(2,559)",Goose Island Goose IPA,11-Jul-12,3.4,7,4,7,4,12
1527,"nick76(4,441)",Goose Island Goose IPA,10-Jul-12,3.4,7,3,7,4,13
1528,Bathory(456),Goose Island Goose IPA,30-Oct-12,4.2,9,4,8,4,17
1530,"BelgianBeerGal(5,350)",Goose Island Goose IPA,08-Jul-12,3.5,7,4,7,4,13
1531,"60minuteman(1,764)",Goose Island Goose IPA,05-Jul-12,3.4,7,3,6,4,14
1537,"Tide(8,188)",Goose Island Goose IPA,13-Jun-12,3.5,7,3,7,3,15
1538,WeissGary(286),Goose Island Goose IPA,12-Jun-12,3.7,7,4,7,3,16
1539,"jfb(8,142)",Goose Island Goose IPA,11-Jun-12,3.6,8,3,7,3,15
1543,"jkwood04(5,729)",Goose Island Goose IPA,06-Jun-12,3.5,7,3,8,3,14
1545,"callmemickey(4,561)",Goose Island Goose IPA,02-Mar-13,3.6,7,4,7,4,14
1546,"jmagnus87(2,903)",Goose Island Goose IPA,27-May-12,3.2,6,3,7,3,13
1547,"ccex(1,865)",Goose Island Goose IPA,26-May-12,3.2,7,2,7,4,12
1548,"TheCametron(2,475)",Goose Island Goose IPA,25-May-12,3.6,7,3,8,3,15
1554,"thepegjett(1,259)",Goose Island Goose IPA,18-May-12,3.5,7,4,6,4,14
1555,"sonnycheeba(7,971)",Goose Island Goose IPA,18-May-12,3.6,7,4,8,3,14
1556,"Patrickctenchi(7,259)",Goose Island Goose IPA,17-May-12,3.5,4,4,7,5,15
1557,"Arve_Christian(5,277)",Goose Island Goose IPA,12-May-12,3.4,6,5,6,4,13
1564,"MacBoost(2,073)",Goose Island Goose IPA,29-Apr-12,3.3,7,3,6,3,14
1568,"HopfenWeisse(1,560)",Goose Island Goose IPA,23-Apr-12,3.4,8,3,8,3,12
1569,kevd193213(995),Goose Island Goose IPA,22-Apr-12,4.0,8,4,8,4,16
1570,"fugitive(2,440)",Goose Island Goose IPA,18-Apr-12,3.8,8,3,7,4,16
1571,"Swaroga(2,222)",Goose Island Goose IPA,18-Apr-12,4.2,8,3,9,4,18
1572,"BeerandBlues2(18,055)",Goose Island Goose IPA,16-Apr-12,3.2,7,3,6,3,13
1574,"tfredvik(2,548)",Goose Island Goose IPA,15-Apr-12,3.2,6,4,6,4,12
1575,"tderoeck(14,778)",Goose Island Goose IPA,15-Apr-12,4.0,8,5,7,4,16
1576,"kaser(6,484)",Goose Island Goose IPA,14-Apr-12,3.9,8,4,8,4,15
1577,"kdm1984(1,022)",Goose Island Goose IPA,14-Apr-12,3.4,6,3,7,4,14
1580,"rederic(3,347)",Goose Island Goose IPA,10-Apr-12,3.8,8,4,8,3,15
1582,"undercurrent25(2,816)",Goose Island Goose IPA,09-Apr-12,4.3,8,5,8,5,17
1585,"Holmen1(10,598)",Goose Island Goose IPA,13-May-12,3.0,4,4,8,5,9
1586,"worldbeertaste(1,845)",Goose Island Goose IPA,05-Apr-12,3.8,8,3,8,3,16
1589,"beernovice39(3,269)",Goose Island Goose IPA,30-Mar-12,3.8,8,3,8,3,16
1592,"Beersiveknown(5,380)",Goose Island Goose IPA,25-Mar-12,3.8,8,4,7,4,15
1593,"italianjohn(4,463)",Goose Island Goose IPA,23-Mar-12,3.5,6,4,7,4,14
1594,"AdamChandler(5,896)",Goose Island Goose IPA,23-Mar-12,3.1,10,4,6,1,10
1595,"Benjii(3,050)",Goose Island Goose IPA,20-Mar-12,3.9,8,4,7,4,16
1596,"Nordcore(2,812)",Goose Island Goose IPA,20-Mar-12,3.4,7,3,7,3,14
1597,"reggiedunlop(3,726)",Goose Island Goose IPA,19-Mar-12,3.5,7,3,7,3,15
1599,"diabel(1,836)",Goose Island Goose IPA,18-Mar-12,4.1,8,4,9,4,16
1601,"Cuso(12,831)",Goose Island Goose IPA,16-Mar-12,3.4,6,4,7,4,13
1602,"maxwelldeux(4,373)",Goose Island Goose IPA,15-Mar-12,2.5,7,3,3,3,9
1605,"UDBeernut(2,883)",Goose Island Goose IPA,03-Mar-12,3.9,7,4,8,4,16
1608,"FROTHINGSLOSH(11,245)",Goose Island Goose IPA,02-Oct-12,3.4,6,4,7,4,13
1610,"Grima(2,510)",Goose Island Goose IPA,17-Feb-12,2.7,6,2,6,3,10
1616,"mile(4,699)",Goose Island Goose IPA,06-Feb-12,3.3,7,3,7,3,13
1620,"Chudwick(4,458)",Goose Island Goose IPA,02-Feb-12,3.4,7,3,7,4,13
1623,MalcolmTucker(921),Goose Island Goose IPA,29-Jan-12,3.6,7,3,7,3,16
